season,date,home,home_sets,home_points,away,away_sets,away_points,division,category,venue,r1,r2
2024-2025,2025-03-29,Newcastle Staffs,3,25 25 25 - -,Urmston Grammar Volleyball,0,11 19 12 - -,division_2,women,Sir Stanley Matthews Sports Centre,Boriss Bovkuns,Julian  Kobylarz
2024-2025,2025-03-29,MK City,0,22 20 21 - -,Richmond 2,3,25 25 25 - -,division_2,women,Glebe Farm School,Albain Venel,Rachel Duerden
2024-2025,2025-03-29,Cambridge,3,22 25 25 25 -,Onyx London,1,25 23 20 20 -,division_2,women,North Cambridge Academy,Aliaksandr Siarheyeu,Glynn Archibald
2024-2025,2025-03-29,Coventry and Warwick Riga,3,25 25 25 - -,MK City,0,13 22 16 - -,division_2,men,Alan Higgs Centre,Sebastian Struski,Rita Grimes
2024-2025,2025-03-29,Coventry & Warwick Riga,0,18 22 13 - -,Newcastle Knights,3,25 25 25 - -,division_1,women,Alan Higgs Centre,Rita Grimes,Sebastian Struski
2024-2025,2025-03-29,Black Country,3,21 25 32 25 -,London Baks,1,25 20 30 22 -,division_1,men,Redhill School Sports Hall,Elia Gironacci,James Cole
2024-2025,2025-03-29,Cambridge ARU,3,25 25 22 25 -,Exeter Storm,1,21 15 25 15 -,division_1,men,North Cambridge Academy,Glynn Archibald,Aliaksandr Siarheyeu
2024-2025,2025-03-29,Newcastle Staffs,2,19 25 25 21 12,Bristol,3,25 23 19 25 15,division_1,men,Sir Stanley Matthews Sports Centre,Boriss Bovkuns,Bee Yusuf
2024-2025,2025-03-29,London Aces,3,23 25 25 25 -,Lincoln Cannons,1,25 18 14 23 -,division_1,men,Ernest Bevin College,Katarina Cepinova,Ruben Duarte
2024-2025,2025-03-29,Leeds Gorse,3,25 24 25 22 15,Hull Thunder,2,22 26 11 25 11,division_1,men,The Ruth Gorse Academy,Simon Cowie,Lauren Jingyi Goh
2024-2025,2025-03-29,Richmond,3,25 25 25 - -,Everton Belugas,0,15 16 13 - -,division_1,women,Kingston College Arena,Peter Parsons,Wojciech  Fiszer
2024-2025,2025-03-29,Stockport,1,25 18 21 22 -,London Inter Crocs,3,19 25 25 25 -,division_1,women,Life Leisure Brinnington Park,Lenny Barry,Ruth Bridge
2024-2025,2025-03-29,Leicester Athena Phoenix,1,25 18 22 16 -,Essex Trinity,3,22 25 25 25 -,division_1,women,New College Leicester,Christian Bunalade,Muhammed  Naroot
2024-2025,2025-03-29,Norwich Spikers,1,25 18 16 23 -,Newmarket,3,21 25 25 25 -,division_2,men,UEA Norwich Sportspark,Richard Garnett,
2024-2025,2025-03-29,Newcastle Staffs 2,3,23 25 25 25 -,Harrogate,1,25 21 13 21 -,division_2,men,Sir Stanley Matthews Sports Centre,Bee Yusuf,Boriss Bovkuns
2024-2025,2025-03-29,Sheffield,3,25 18 25 25 -,DARKSTAR Derbyshire,1,23 25 20 19 -,division_2,men,All Saints Sports Centre,Stivan Kolev,Michal Garncarz
2024-2025,2025-03-29,Leicester,3,25 25 25 - -,GNG Bedford,0,19 16 23 - -,division_3,men,Downes Sports Hall,Bryan Machin,Paul Fagan
2024-2025,2025-03-29,York Falcons,3,25 25 25 - -,Chester Amazons,0,19 12 15 - -,division_3,women,Joseph Rowntree School,,Martyn Quick
2024-2025,2025-03-29,Manchester Marvels Mystics,3,26 20 27 26 -,Chester Amazons,1,24 25 25 24 -,division_3,women,Joseph Rowntree School,Martyn Quick,
2024-2025,2025-03-29,York Falcons,3,25 16 32 25 -,Manchester Marvels Mystics,1,19 25 30 23 -,division_3,women,Joseph Rowntree School,Lusyne Oracz,Martyn Quick
2024-2025,2025-03-29,London Wildcats,0,13 16 22 - -,Kent Invicta,3,25 25 25 - -,division_3,men,Leigh Academy Blackheath,Alin-vasile Dinica,Tomasz Gierlach
2024-2025,2025-03-29,Worthing,3,25 25 25 - -,Kent Invicta,0,21 22 23 - -,division_3,men,Leigh Academy Blackheath,Tomasz Gierlach,Alin-vasile Dinica
2024-2025,2025-03-29,Weymouth,3,29 25 25 - -,Coventry and Warwick Riga 2,0,27 15 13 - -,division_3,men,Redlands Community Sports Hub,Richard Parkes,Justin Hunt
2024-2025,2025-03-29,Nuneaton Inferno,0,14 14 15 - -,Bristol 2,3,25 25 25 - -,division_3,men,George Eliot School,Chris Tsui,Ben Hill
2024-2025,2025-03-29,Reading Aces,3,25 15 25 17 15,Bristol 2,2,23 25 17 25 11,division_3,men,George Eliot School,Ben Hill,Chris Tsui
2024-2025,2025-03-29,Southampton 2,0,25 15 17 - -,Coventry and Warwick Riga 2,3,27 25 25 - -,division_3,men,Redlands Community Sports Hub,Justin Hunt,Richard Parkes
2024-2025,2025-03-29,Weymouth,2,25 21 21 26 11,Southampton 2,3,18 25 25 24 15,division_3,men,Redlands Community Sports Hub,Richard Parkes,Justin Hunt
2024-2025,2025-03-30,Bedminster 2,0,12 21 14 - -,Southampton 2,3,25 25 25 - -,division_3,women,Coombe Dean School,Christopher Semmens,Daniel Sarnik
2024-2025,2025-03-30,City of Bristol,0,16 25 15 - -,Plymouth UTV (Unity Through Volleyball),3,25 27 25 - -,division_3,women,Kendrick School,Alma Rampichini,Peter Parsons
2024-2025,2025-03-30,Plymouth,0,14 19 20 - -,Southampton 2,3,25 25 25 - -,division_3,women,Coombe Dean School,Daniel Sarnik,Christopher Semmens
2024-2025,2025-03-30,Bedminster,0,16 15 17 - -,Oxford Bulls,3,25 25 25 - -,division_3,men,Bristol Brunel Academy,Giulia Bellan,Francesca Bentley
2024-2025,2025-03-30,City of Bristol,0,10 14 15 - -,Oxford Bulls,3,25 25 25 - -,division_3,men,Bristol Brunel Academy,Francesca Bentley,Giulia Bellan
2024-2025,2025-03-30,Invicta,3,15 22 25 26 17,Spelthorne Sharks,2,25 25 18 24 15,division_3,women,Kingston College Arena,Nicolas Vecchione,Ruben Duarte
2024-2025,2025-03-30,Richmond 3,3,25 25 22 15 15,Spelthorne Sharks,2,22 21 25 25 11,division_3,women,Kingston College Arena,Ruben Duarte,Nicolas Vecchione
2024-2025,2025-03-30,Ashcombe Dorking,1,19 23 25 19 -,Dartford Warriors,3,25 25 16 25 -,division_3,women,The Triangle,Alin-vasile Dinica,Eleni Blana
2024-2025,2025-03-30,Guildford International,1,16 18 25 21 -,Tendring,3,25 25 18 25 -,division_3,men,Kensington Aldridge Academy,Mark Trelfa,Tomasz Gierlach
2024-2025,2025-03-30,Onyx London,3,25 25 25 - -,Tendring,0,20 23 22 - -,division_3,men,Kensington Aldridge Academy,Tomasz Gierlach,Mark Trelfa
2024-2025,2025-03-30,Leeds Gorse 3,3,25 25 25 - -,Newcastle Staffs 2,0,13 22 14 - -,division_3,women,Ruth Gorse Academy,Clark Antcliff,Aileen Barry
2024-2025,2025-03-30,Manchester Liberators,3,25 14 19 25 15,Manchester Moss Side Jaguars,2,22 25 25 20 8,division_3,women,Fairfield High School,Rhys Kai Sweeney,Martin Mierzwa
2024-2025,2025-03-30,Manchester Marvels Marauders,0,23 18 13 - -,Sheffield Springers,3,25 25 25 - -,division_3,men,Dean Trust Ardwick,Bryan Youlden,Erfan Jamali
2024-2025,2025-03-30,Everton Dugongs,3,25 31 25 - -,Intervolley Manchester,0,17 29 21 - -,division_3,men,Litherland High School,Lenny Barry,Boriss Bovkuns
2024-2025,2025-03-30,Intervolley Manchester,3,25 25 25 - -,York Vikings,0,18 14 23 - -,division_3,men,Litherland High School,Boriss Bovkuns,Lenny Barry
2024-2025,2025-03-30,Everton Dugongs,3,25 25 25 - -,York Vikings,0,18 16 23 - -,division_3,men,Litherland High School,Lenny Barry,Boriss Bovkuns
2024-2025,2025-03-30,Manchester Marvels Marauders,3,25 25 25 - -,Sheffield 2,0,9 11 23 - -,division_3,men,Dean Trust Ardwick,Bryan Youlden,Erfan Jamali
2024-2025,2025-03-30,Nottingham Rockets,3,25 25 29 - -,Wombourne,0,11 18 27 - -,division_3,men,Harvey Hadden Sports Complex,Gary Cross,Ana Pal
2024-2025,2025-03-30,Wombourne,3,25 25 25 - -,Wombourne 2,0,12 6 23 - -,division_3,men,Harvey Hadden Sports Complex,Ana Pal,Gary Cross
2024-2025,2025-03-30,Nottingham Rockets,3,25 22 26 25 15,Wombourne 2,2,22 25 28 23 7,division_3,men,Harvey Hadden Sports Complex,Gary Cross,Ana Pal
2024-2025,2025-03-30,Ashfield Vipers,0,15 16 17 - -,Rhinos Volleyball Cambridge,3,25 25 25 - -,division_3,women,Dudley Evolve,Elia Gironacci,Roberto Rigante
2024-2025,2025-03-30,Bedminster,3,25 25 25 - -,Team South Wales,0,17 19 18 - -,division_2,women,Oasis Academy Brislington,Rita Grimes,Agata Mrozowska
2024-2025,2025-03-30,Bristol,3,25 25 23 25 -,Oxford Eagles,1,18 17 25 23 -,division_2,women,Avanti Gardens School,Neil Bentley,Jayne Jones
2024-2025,2025-03-30,Loughborough Students,3,17 23 26 25 16,Manchester Marvels Mayhem,2,25 25 24 16 14,division_2,women,New Victory Hall,Lauren Jingyi Goh,Tin Chotikapanich
2024-2025,2025-03-30,Sheffield,3,25 25 25 - -,Wigan Seahawks,0,22 22 13 - -,division_2,men,Outwood Academy Portland,Diane Hollows,Jacob Hibbert
2024-2025,2025-03-30,Kings of Court,0,18 19 18 - -,Manchester Marvels,3,25 25 25 - -,division_2,men,Vivacity Werrington Leisure Centre,Chris Tsui,
2024-2025,2025-03-30,Northampton,3,25 21 25 25 15,Norwich Spikers,2,21 25 27 20 11,division_2,women,Moulton College,Federico De Feo,Maddie Vararu
2024-2025,2025-03-30,Essex Trinity,3,25 23 25 19 15,Everton Belugas,2,15 25 17 25 12,division_1,women,St John Payne School,Herman Prada,Charlie Hedgecock
2024-2025,2025-03-30,Black Country,3,25 26 25 21 19,Newcastle Staffs,2,19 28 17 25 17,division_1,men,Redhill School Sports Hall,Glynn Archibald,Daniel Mrowiec
2024-2025,2025-03-30,Tamworth Spartans,3,25 25 12 25 -,London Baks,1,22 23 25 19 -,division_1,men,Wilnecote Leisure Centre,Bryan Machin,Ben Hill
2024-2025,2025-03-30,Southampton,1,19 25 12 23 -,London Giants,3,25 23 25 25 -,division_1,women,Woodlands Community School,William Perugini,Jacky Pang
2024-2025,2025-03-30,Newcastle Knights,3,25 25 25 - -,London Inter Crocs,0,0 0 0 - -,division_1,women,Newcastle University Sports Centre,David Topacho,
2024-2025,2025-03-30,Northampton,3,25 27 22 24 15,Loughborough Students,2,23 25 25 26 13,division_2,men,Moulton College,Maddie Vararu,Federico De Feo
2024-2025,2025-03-30,Cheltenham & Gloucester,0,20 16 26 - -,Black Country,3,25 25 28 - -,division_2,women,Bournside School,Su Brennand,Janet Leach
2024-2025,2025-03-30,Wombourne,3,20 25 25 25 -,Rhinos Volleyball Cambridge,1,25 22 23 21 -,division_3,women,Dudley Evolve,Roberto Rigante,Elia Gironacci
2024-2025,2025-03-30,Wombourne,3,25 25 25 - -,Ashfield Vipers,0,12 18 9 - -,division_3,women,Dudley Evolve,Roberto Rigante,Elia Gironacci
2024-2025,2025-03-30,Sheffield Springers,3,25 25 25 - -,Sheffield 2,0,13 23 13 - -,division_3,men,Dean Trust Ardwick,Erfan Jamali,Bryan Youlden
2024-2025,2025-03-30,Manchester Liberators,3,25 25 25 - -,Leeds Gorse 2,0,16 13 22 - -,division_3,women,Fairfield High School,Martin Mierzwa,Rhys Kai Sweeney
2024-2025,2025-03-30,Manchester Moss Side Jaguars,3,25 25 25 - -,Leeds Gorse 2,0,16 18 10 - -,division_3,women,Fairfield High School,Martin Mierzwa,Rhys Kai Sweeney
2024-2025,2025-03-30,Leeds Gorse 3,3,25 25 25 - -,Hull Thunder,0,10 10 12 - -,division_3,women,Ruth Gorse Academy,Clark Antcliff,Aileen Barry
2024-2025,2025-03-30,Newcastle Staffs 2,3,25 25 25 - -,Hull Thunder,0,15 16 13 - -,division_3,women,Ruth Gorse Academy,Aileen Barry,Clark Antcliff
2024-2025,2025-03-30,Onyx London,3,25 25 25 - -,Guildford International,0,19 14 22 - -,division_3,men,Kensington Aldridge Academy,Tomasz Gierlach,Mark Trelfa
2024-2025,2025-03-30,Sussex Dolphins,3,25 15 25 25 -,Dartford Warriors,1,18 25 17 18 -,division_3,women,The Triangle,Alin-vasile Dinica,Eleni Blana
2024-2025,2025-03-30,Sussex Dolphins,2,25 23 19 25 13,Ashcombe Dorking,3,17 25 25 15 15,division_3,women,The Triangle,Eleni Blana,Alin-vasile Dinica
2024-2025,2025-03-30,Richmond 3,3,22 25 25 25 -,Invicta,1,25 22 23 17 -,division_3,women,Kingston College Arena,Ruben Duarte,Nicolas Vecchione
2024-2025,2025-03-30,City of Bristol,1,25 11 19 23 -,Bedminster,3,21 25 25 25 -,division_3,men,Bristol Brunel Academy,Francesca Bentley,Giulia Bellan
2024-2025,2025-03-30,Reading Aces,3,25 25 25 - -,Plymouth UTV (Unity Through Volleyball),0,11 3 16 - -,division_3,women,Kendrick School,Peter Parsons,Alma Rampichini
2024-2025,2025-03-30,Reading Aces,3,25 25 25 - -,City of Bristol,0,7 12 12 - -,division_3,women,Kendrick School,Peter Parsons,Alma Rampichini
2024-2025,2025-03-30,Plymouth,1,25 20 15 13 -,Bedminster 2,3,22 25 25 25 -,division_3,women,Coombe Dean School,Daniel Sarnik,Christopher Semmens
2024-2025,2025-04-05,Essex Rebels,3,23 25 25 20 16,Newcastle Knights,2,25 22 18 25 14,superleague,unknown,Crystal Palace National Sports Centre,Brendan Fogarty,Sebastian Widlarz
2024-2025,2025-04-05,Malory Eagles UEL,2,17 25 25 22 13,London Giants,3,25 16 22 25 15,superleague,unknown,Crystal Palace National Sports Centre,Giorgio Scatigna-Gianfagna,Katarina Cepinova
2024-2025,2025-04-05,Team SideOut Polonia (London),2,25 25 17 20 13,Essex Rebels,3,20 14 25 25 15,superleague,unknown,Crystal Palace National Sports Centre,Carl Padayachee,Giordano Marchi
2024-2025,2025-04-05,Malory Eagles UEL,3,25 25 25 - -,Lionhearts Vinarius,0,21 17 14 - -,superleague,unknown,Crystal Palace National Sports Centre,William Perugini,Anna Justkowska
2024-2025,2025-04-06,Lionhearts Vinarius,2,19 25 20 25 7,Team SideOut Polonia (London),3,25 17 25 19 15,superleague,unknown,Crystal Palace National Sports Centre,Giordano Marchi,Giorgio Scatigna-Gianfagna
2024-2025,2025-04-06,Volleyball England Membership TBC B,0,21 24 22 - -,TBC,3,25 26 25 - -,superleague,unknown,Crystal Palace National Sports Centre,Anna Justkowska,Brendan Fogarty
2024-2025,2025-04-12,Northampton,3,25 25 25 - -,The Miners Doncaster,0,17 21 21 - -,playoffs,women,Cambridge University Sports Centre,Domitilla Di Stefano,Herman Prada
